ID	HMDB_ID	standard_metName	metName	Gene_name	Protein_name	Evidence	Annotation
180	HMDB0000687	L-Leucine	Leucine	SLC43A1	Large neutral amino acids transporter small subunit 3	31997805; Recon2	Transporter
181	HMDB0000034	Adenine	Adenine	SLC28A3	Solute carrier family 28 member 3	33972798	Transporter
182	HMDB0000034	Adenine	Adenine	SLC29A3	Equilibrative nucleoside transporter 3	33972798	Transporter
183	HMDB0000034	Adenine	Adenine	SLC35F5	Solute carrier family 35 member F5	33972798	Transporter
184	HMDB0000062	L-Carnitine	L-Carnitine	SLC22A5	Organic cation/carnitine transporter 2	Recon2	Transporter
185	HMDB0000641	L-Glutamine	L-glutamine	SLC43A1	Large neutral amino acids transporter small subunit 3	Recon2	Transporter
186	HMDB0000187	L-Serine	L-serine	SLC43A1	Large neutral amino acids transporter small subunit 3	Recon2	Transporter
187	HMDB0000159	L-Phenylalanine	L-phenylalanine	SLC43A2	Large neutral amino acids transporter small subunit 4	Recon2	Transporter
188	HMDB0000159	L-Phenylalanine	L-phenylalanine	SLC43A1	Large neutral amino acids transporter small subunit 3	Recon2	Transporter
189	HMDB0000159	L-Phenylalanine	L-phenylalanine	SLC16A10	Monocarboxylate transporter 10	Recon2	Transporter
190	HMDB0000687	L-Leucine	L-leucine	SLC43A2	Large neutral amino acids transporter small subunit 4	Recon2	Transporter
191	HMDB0000574	L-Cysteine	L-cysteine	SLC43A2	Large neutral amino acids transporter small subunit 4	Recon2	Transporter
192	HMDB0000696	L-Methionine	L-methionine	SLC43A1	Large neutral amino acids transporter small subunit 3	Recon2	Transporter
193	HMDB0000696	L-Methionine	L-methionine	SLC43A2	Large neutral amino acids transporter small subunit 4	Recon2	Transporter
194	HMDB0000158	L-Tyrosine	L-tyrosine	SLC16A10	Monocarboxylate transporter 10	Recon2	Transporter
195	HMDB0000168	L-Asparagine	L-asparagine	SLC43A1	Large neutral amino acids transporter small subunit 3	Recon2	Transporter
196	HMDB0000167	L-Threonine	L-threonine	SLC43A1	Large neutral amino acids transporter small subunit 3	Recon2	Transporter
197	HMDB0000883	L-Valine	L-valine	SLC43A2	Large neutral amino acids transporter small subunit 4	Recon2	Transporter
198	HMDB0000929	L-Tryptophan	L-tryptophan	SLC36A4	Neutral amino acid uniporter 4	Recon2	Transporter
199	HMDB0000929	L-Tryptophan	L-tryptophan	SLC16A10	Monocarboxylate transporter 10	Recon2	Transporter
200	HMDB0000172	L-Isoleucine	L-isoleucine	SLC43A2	Large neutral amino acids transporter small subunit 4	Recon2	Transporter
201	HMDB0000517	L-Arginine	L-argininium(1+)	SLC38A4	Sodium-coupled neutral amino acid transporter 4	Recon2	Transporter
202	HMDB0000517	L-Arginine	L-argininium(1+)	SLC7A2	Cationic amino acid transporter 2	Recon2	Transporter
203	HMDB0000517	L-Arginine	L-argininium(1+)	SLC7A3	Cationic amino acid transporter 3	Recon2	Transporter
204	HMDB0000177	L-Histidine	L-histidine	SLC38A4	Sodium-coupled neutral amino acid transporter 4	Recon2	Transporter
205	HMDB0000182	L-Lysine	L-lysinium(1+)	SLC38A4	Sodium-coupled neutral amino acid transporter 4	Recon2	Transporter
206	HMDB0000182	L-Lysine	L-lysinium(1+)	SLC7A2	Cationic amino acid transporter 2	Recon2	Transporter
207	HMDB0000182	L-Lysine	L-lysinium(1+)	SLC7A1	High affinity cationic amino acid transporter 1	Recon2	Transporter
208	HMDB0000182	L-Lysine	L-lysinium(1+)	SLC7A3	Cationic amino acid transporter 3	Recon2	Transporter
209	HMDB0000214	Ornithine	Ornithine	SLC7A2	Cationic amino acid transporter 2	Recon2	Transporter
210	HMDB0000214	Ornithine	Ornithine	SLC7A1	High affinity cationic amino acid transporter 1	Recon2	Transporter
211	HMDB0000214	Ornithine	Ornithine	SLC7A3	Cationic amino acid transporter 3	Recon2	Transporter
212	HMDB0000143	D-Galactose	D-Galactose	SLC2A2	Solute carrier family 2, facilitated glucose transporter member 2	Recon2	Transporter
213	HMDB0000143	D-Galactose	D-Galactose	SLC2A3	Solute carrier family 2, facilitated glucose transporter member 3	Recon2	Transporter
214	HMDB0000143	D-Galactose	D-Galactose	SLC2A8	Solute carrier family 2, facilitated glucose transporter member 8	Recon2	Transporter
215	HMDB0000143	D-Galactose	D-Galactose	SLC2A10	Solute carrier family 2, facilitated glucose transporter member 10	Recon2	Transporter
216	HMDB0000143	D-Galactose	D-Galactose	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1	Recon2	Transporter
217	HMDB0001043	Arachidonic acid	arachidonate	SLC27A5	Long-chain fatty acid transport protein 5	Recon2	Transporter
218	HMDB0000122	D-Glucose	D-glucose	SLC2A9	Solute carrier family 2, facilitated glucose transporter member 9	Recon2	Transporter
219	HMDB0000122	D-Glucose	D-glucose	SLC2A2	Solute carrier family 2, facilitated glucose transporter member 2	Recon2	Transporter
220	HMDB0000122	D-Glucose	D-glucose	SLC2A6	Solute carrier family 2, facilitated glucose transporter member 6	Recon2	Transporter
221	HMDB0000122	D-Glucose	D-glucose	SLC2A3	Solute carrier family 2, facilitated glucose transporter member 3	Recon2	Transporter
222	HMDB0000122	D-Glucose	D-glucose	SLC2A4	Solute carrier family 2, facilitated glucose transporter member 4	Recon2	Transporter
223	HMDB0000122	D-Glucose	D-glucose	SLC2A8	Solute carrier family 2, facilitated glucose transporter member 8	Recon2	Transporter
224	HMDB0000122	D-Glucose	D-glucose	SLC2A7	Solute carrier family 2, facilitated glucose transporter member 7	Recon2	Transporter
225	HMDB0000122	D-Glucose	D-glucose	SLC2A12	Solute carrier family 2, facilitated glucose transporter member 12	Recon2	Transporter
226	HMDB0000122	D-Glucose	D-glucose	SLC2A10	Solute carrier family 2, facilitated glucose transporter member 10	Recon2	Transporter
227	HMDB0000122	D-Glucose	D-glucose	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1	Recon2	Transporter
228	HMDB0001264	Dehydroascorbic acid	dehydroascorbide(1-)	SLC2A4	Solute carrier family 2, facilitated glucose transporter member 4	Recon2	Transporter
229	HMDB0001264	Dehydroascorbic acid	dehydroascorbide(1-)	SLC2A3	Solute carrier family 2, facilitated glucose transporter member 3	Recon2	Transporter
230	HMDB0001264	Dehydroascorbic acid	dehydroascorbide(1-)	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1	Recon2	Transporter
231	HMDB0000073	Dopamine	dopaminium(1+)	SLC22A3	Solute carrier family 22 member 3	Recon2	Transporter
232	HMDB0000073	Dopamine	dopaminium(1+)	SLC22A2	Solute carrier family 22 member 2	Recon2	Transporter
233	HMDB0000073	Dopamine	dopaminium(1+)	SLC22A5	Organic cation/carnitine transporter 2	Recon2	Transporter
234	HMDB0000169	D-Mannose	D-Mannose	SLC2A2	Solute carrier family 2, facilitated glucose transporter member 2	Recon2	Transporter
235	HMDB0000169	D-Mannose	D-Mannose	SLC2A3	Solute carrier family 2, facilitated glucose transporter member 3	Recon2	Transporter
236	HMDB0000169	D-Mannose	D-Mannose	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1	Recon2	Transporter
237	HMDB0000050	Adenosine	Adenosine	SLC29A2	Equilibrative nucleoside transporter 2	Recon2	Transporter
238	HMDB0000050	Adenosine	Adenosine	SLC29A1	Equilibrative nucleoside transporter 1	Recon2	Transporter
239	HMDB0000216	Norepinephrine	Norepinephrine	SLC22A1	Solute carrier family 22 member 1	Recon2	Transporter
240	HMDB0000216	Norepinephrine	Norepinephrine	SLC22A2	Solute carrier family 22 member 2	Recon2	Transporter
241	HMDB0000216	Norepinephrine	Norepinephrine	SLC22A3	Solute carrier family 22 member 3	Recon2	Transporter
242	HMDB0000097	Choline	Choline	SLC22A2	Solute carrier family 22 member 2	Recon2	Transporter
243	HMDB0000097	Choline	Choline	SLC22A5	Organic cation/carnitine transporter 2	Recon2	Transporter
244	HMDB0000259	Serotonin	serotonin(1+)	SLC22A1	Solute carrier family 22 member 1	Recon2	Transporter
245	HMDB0000259	Serotonin	serotonin(1+)	SLC22A2	Solute carrier family 22 member 2	Recon2	Transporter
246	HMDB0000660	D-Fructose	D-Fructose	SLC2A2	Solute carrier family 2, facilitated glucose transporter member 2	Recon2	Transporter
247	HMDB0000660	D-Fructose	D-Fructose	SLC2A7	Solute carrier family 2, facilitated glucose transporter member 7	Recon2	Transporter
248	HMDB0000660	D-Fructose	D-Fructose	SLC2A8	Solute carrier family 2, facilitated glucose transporter member 8	Recon2	Transporter
249	HMDB0000660	D-Fructose	D-Fructose	SLC2A5	Solute carrier family 2, facilitated glucose transporter member 5	Recon2	Transporter
250	HMDB0001220	Prostaglandin E2	prostaglandin E2(1-)	SLC22A1	Solute carrier family 22 member 1	Recon2	Transporter
251	HMDB0001220	Prostaglandin E2	prostaglandin E2(1-)	SLC22A2	Solute carrier family 22 member 2	Recon2	Transporter
252	HMDB0000296	Uridine	Uridine	SLC29A2	Equilibrative nucleoside transporter 2	Recon2	Transporter
253	HMDB0000296	Uridine	Uridine	SLC29A1	Equilibrative nucleoside transporter 1	Recon2	Transporter
254	HMDB0000220	Palmitic acid	Hexadecanoate (n-C16:0)	SLC27A5	Long-chain fatty acid transport protein 5	Recon2	Transporter
255	HMDB0000305	Vitamin A	retinol	RBP1	Retinol-binding protein 1	Recon2	Transporter
256	HMDB0000305	Vitamin A	retinol	RBP4	Retinol-binding protein 4	Recon2	Transporter
257	HMDB0000305	Vitamin A	retinol	RBP2	Retinol-binding protein 2	Recon2	Transporter
258	HMDB0000195	Inosine	Inosine	SLC29A2	Equilibrative nucleoside transporter 2	Recon2	Transporter
259	HMDB0000195	Inosine	Inosine	SLC29A1	Equilibrative nucleoside transporter 1	Recon2	Transporter
260	HMDB0000089	Cytidine	Cytidine	SLC29A2	Equilibrative nucleoside transporter 2	Recon2	Transporter
261	HMDB0000089	Cytidine	Cytidine	SLC29A1	Equilibrative nucleoside transporter 1	Recon2	Transporter
262	HMDB0000207	Oleic acid	octadecenoate (n-C18:1)	SLC27A5	Long-chain fatty acid transport protein 5	Recon2	Transporter
263	HMDB0000870	Histamine	histamium	SLC22A3	Solute carrier family 22 member 3	Recon2	Transporter
264	HMDB0000870	Histamine	histamium	SLC22A2	Solute carrier family 22 member 2	Recon2	Transporter
265	HMDB0000870	Histamine	histamium	SLC22A5	Organic cation/carnitine transporter 2	Recon2	Transporter
266	HMDB0000265	Liothyronine	3,3',5-triiodo-L-thyronine	SLC16A2	Monocarboxylate transporter 8	Recon2	Transporter
267	HMDB0003550	Calcidiol	calcidiol	CUBN	Cubilin	Recon2	Transporter
268	HMDB0003550	Calcidiol	calcidiol	LRP2	Low-density lipoprotein receptor-related protein 2	Recon2	Transporter
269	HMDB0003550	Calcidiol	calcidiol	GC	Vitamin D-binding protein	Recon2	Transporter
270	HMDB0000181	L-Dopa	L-dopa	SLC16A10	Monocarboxylate transporter 10	Recon2	Transporter
271	HMDB0001396	5-Methyltetrahydrofolic acid	5-Methyltetrahydrofolate	FOLR1	Folate receptor alpha	Recon2	Transporter
272	HMDB0000895	Acetylcholine	acetylcholine	SLC22A1	Solute carrier family 22 member 1	Recon2	Transporter
273	HMDB0000012	Deoxyuridine	Deoxyuridine	SLC29A2	Equilibrative nucleoside transporter 2	Recon2	Transporter
274	HMDB0000133	Guanosine	Guanosine	SLC29A2	Equilibrative nucleoside transporter 2	Recon2	Transporter
275	HMDB0000133	Guanosine	Guanosine	SLC29A1	Equilibrative nucleoside transporter 1	Recon2	Transporter
276	HMDB0000157	Hypoxanthine	Hypoxanthine	SLC29A2	Equilibrative nucleoside transporter 2	Recon2	Transporter
277	HMDB0000248	Thyroxine	L-thyroxine	SLC16A2	Monocarboxylate transporter 8	Recon2	Transporter
278	HMDB0000273	Thymidine	Thymidine	SLC29A2	Equilibrative nucleoside transporter 2	Recon2	Transporter
279	HMDB0000273	Thymidine	Thymidine	SLC29A1	Equilibrative nucleoside transporter 1	Recon2	Transporter
280	HMDB0001139	Prostaglandin F2a	prostaglandin F2alpha(1-)	SLC22A1	Solute carrier family 22 member 1	Recon2	Transporter
281	HMDB0001139	Prostaglandin F2a	prostaglandin F2alpha(1-)	SLC22A2	Solute carrier family 22 member 2	Recon2	Transporter
282	HMDB0000673	Linoleic acid	linoleate	SLC27A5	Long-chain fatty acid transport protein 5	Recon2	Transporter
283	HMDB0000034	Adenine	Adenine	SLC29A2	Equilibrative nucleoside transporter 2	Recon2	Transporter
284	HMDB0000300	Uracil	uracil	SLC29A2	Equilibrative nucleoside transporter 2	Recon2	Transporter
285	HMDB0000101	Deoxyadenosine	2-deoxyadenosine	SLC29A2	Equilibrative nucleoside transporter 2	Recon2	Transporter
286	HMDB0000085	Deoxyguanosine	Deoxyguanosine	SLC29A2	Equilibrative nucleoside transporter 2	Recon2	Transporter
287	HMDB0000163	D-Maltose	Maltose	SLC2A3	Solute carrier family 2, facilitated glucose transporter member 3	Recon2	Transporter
288	HMDB0000876	Vitamin D3	calciol	GOT2	Aspartate aminotransferase, mitochondrial	Recon2	Transporter
289	HMDB0000876	Vitamin D3	calciol	CD36	Platelet glycoprotein 4	Recon2	Receptor; Transporter
290	HMDB0000294	Urea	Urea	SLC5A1	Sodium/glucose cotransporter 1	Recon2	Transporter
291	HMDB0000294	Urea	Urea	SLC14A2	Urea transporter 2	Recon2	Transporter
292	HMDB0000294	Urea	Urea	SLC5A5	Sodium/iodide cotransporter	Recon2	Transporter
293	HMDB0000294	Urea	Urea	SLC14A1	Urea transporter 1	Recon2	Transporter
294	HMDB0000071	Deoxyinosine	Deoxyinosine	SLC29A2	Equilibrative nucleoside transporter 2	Recon2	Transporter
295	HMDB0000014	Deoxycytidine	Deoxycytidine	SLC29A2	Equilibrative nucleoside transporter 2	Recon2	Transporter
296	HMDB0002925	Dihomo-gamma-linolenic acid	dihomo-gamma-linolenic acid (n-6)	SLC27A5	Long-chain fatty acid transport protein 5	Recon2	Transporter
297	HMDB0000262	Thymine	Thymine	SLC29A2	Equilibrative nucleoside transporter 2	Recon2	Transporter
298	HMDB0000806	Myristic acid	tetradecanoate (n-C14:0)	SLC27A2	Long-chain fatty acid transport protein 2	Recon2	Transporter
299	HMDB0000827	Stearic acid	octadecanoate (n-C18:0)	SLC27A5	Long-chain fatty acid transport protein 5	Recon2	Transporter
300	HMDB0003073	gamma-Linolenic acid	gamma-linolenate	SLC27A5	Long-chain fatty acid transport protein 5	Recon2	Transporter
301	HMDB0001388	alpha-Linolenic acid	alpha-linolenate	SLC27A5	Long-chain fatty acid transport protein 5	Recon2	Transporter
302	HMDB0000132	Guanine	Guanine	SLC29A2	Equilibrative nucleoside transporter 2	Recon2	Transporter
303	HMDB0001514	Glucosamine	D-Glucosamine	SLC2A2	Solute carrier family 2, facilitated glucose transporter member 2	Recon2	Transporter
304	HMDB0001514	Glucosamine	D-Glucosamine	SLC2A4	Solute carrier family 2, facilitated glucose transporter member 4	Recon2	Transporter
305	HMDB0001514	Glucosamine	D-Glucosamine	SLC2A1	Solute carrier family 2, facilitated glucose transporter member 1	Recon2	Transporter
306	HMDB0003178	Heme	Protoheme	SLC46A1	Proton-coupled folate transporter	Recon2	Transporter
307	HMDB0003178	Heme	Protoheme	LRP1	Prolow-density lipoprotein receptor-related protein 1	Recon2	Transporter
308	HMDB0001178	Adenosine diphosphate ribose	ADPribose	CD38	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1	Recon2	Transporter
309	HMDB0000190	L-Lactic acid	L-Lactic acid	HCAR1	Hydroxycarboxylic acid receptor 1	30728759, 31259764	Receptor
310	HMDB0015531	Iron	Iron	TFR1	Transferrin receptor protein 1	24847265	Receptor
311	HMDB0000538	Adenosine triphosphate	ATP	P2RX1	P2X purinoceptor 1	24335194	Receptor
312	HMDB0000538	Adenosine triphosphate	ATP	P2RX2	P2X purinoceptor 2	24335194	Receptor
313	HMDB0000538	Adenosine triphosphate	ATP	P2RX3	P2X purinoceptor 3	24335194	Receptor
314	HMDB0000538	Adenosine triphosphate	ATP	P2RX4	P2X purinoceptor 4	24335194	Receptor
315	HMDB0000538	Adenosine triphosphate	ATP	P2RX5	P2X purinoceptor 5	24335194	Receptor
316	HMDB0000538	Adenosine triphosphate	ATP	P2RX6	P2X purinoceptor 6	24335194	Receptor
317	HMDB0000538	Adenosine triphosphate	ATP	P2RX7	P2X purinoceptor 7	24335194	Receptor
318	HMDB0001341	ADP	ADP	P2RY1	P2Y purinoceptor 1	24335194	Receptor
319	HMDB0000538	Adenosine triphosphate	ATP	P2RY1	P2Y purinoceptor 1	24335194	Receptor
320	HMDB0000538	Adenosine triphosphate	ATP	P2RY2	P2Y purinoceptor 2	24335194	Receptor
321	HMDB0000285	Uridine triphosphate	UTP	P2RY2	P2Y purinoceptor 2	24335194	Receptor
322	HMDB0000285	Uridine triphosphate	UTP	P2RY4	P2Y purinoceptor 4	24335194	Receptor
323	HMDB0000538	Adenosine triphosphate	Adenosine triphosphate	P2RY4	P2Y purinoceptor 4	24335194	Receptor
324	HMDB0000285	Uridine triphosphate	UTP	P2RY6	P2Y purinoceptor 6	24335194	Receptor
325	HMDB0000538	Adenosine triphosphate	Adenosine triphosphate	P2RY6	P2Y purinoceptor 6	24335194	Receptor
326	HMDB0000538	Adenosine triphosphate	Adenosine triphosphate	P2RY11	P2Y purinoceptor 11	24335194	Receptor
327	HMDB0000285	Uridine triphosphate	UTP	P2RY11	P2Y purinoceptor 11	24335194	Receptor
328	HMDB0001341	ADP	ADP	P2RY12	P2Y purinoceptor 12	24335194	Receptor
329	HMDB0000538	Adenosine triphosphate	Adenosine triphosphate	P2RY12	P2Y purinoceptor 12	24335194	Receptor
330	HMDB0001341	ADP	ADP	P2RY13	P2Y purinoceptor 13	24335194	Receptor
331	HMDB0000538	Adenosine triphosphate	Adenosine triphosphate	P2RY13	P2Y purinoceptor 13	24335194	Receptor
332	HMDB0000286	Uridine diphosphate glucose	Uridine diphosphate glucose	P2RY14	P2Y purinoceptor 14	24335194	Receptor
333	HMDB0000067	Cholesterol	Cholesterol	NPC1L1	NPC1-like intracellular cholesterol transporter 1	21763723	Receptor
334	HMDB0002961	Dihydrotestosterone	Dihydrotestosterone	AR	Androgen receptor	https://en.wikipedia.org/wiki/Androgen_receptor	Nuclear Receptor
335	HMDB0000234	Testosterone	Testosterone	AR	Androgen receptor	https://en.wikipedia.org/wiki/Androgen_receptor	Nuclear Receptor
336	HMDB0000131	Glycerol	Glycerol	AQP3	Aquaporin-3	32213983	Receptor
337	HMDB0000043	Betaine	Betaine	SLC6A12	Sodium- and chloride-dependent betaine transporter	32213983	Transporter
338	HMDB0000895	Acetylcholine	Acetylcholine	CHRM4	Muscarinic acetylcholine receptor M4	https://gpcrdb.org/ligand/statistics	Receptor
339	HMDB0000895	Acetylcholine	Acetylcholine	CHRM5	Muscarinic acetylcholine receptor M5	https://gpcrdb.org/ligand/statistics	Receptor
340	HMDB0000208	Oxoglutaric acid	Oxoglutaric acid	OXGR1	2-oxoglutarate receptor 1	https://gpcrdb.org/ligand/statistics	Receptor
341	HMDB0000248	Thyroxine	Thyroxine	THRA	Thyroid hormone receptor alpha	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
342	HMDB0000248	Thyroxine	Thyroxine	THRB	Thyroid hormone receptor beta	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
343	HMDB0000305	Vitamin A	Vitamin A	RARA	Retinoic acid receptor alpha	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
344	HMDB0001358	Retinal	Retinal	RARA	Retinoic acid receptor alpha	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
345	HMDB0000561	beta-Carotene	beta-Carotene	RARA	Retinoic acid receptor alpha	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
346	HMDB0000305	Vitamin A	Vitamin A	RARB	Retinoic acid receptor beta	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
347	HMDB0001358	Retinal	Retinal	RARB	Retinoic acid receptor beta	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
348	HMDB0000561	beta-Carotene	beta-Carotene	RARB	Retinoic acid receptor beta	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
349	HMDB0000305	Vitamin A	Vitamin A	RARG	Retinoic acid receptor gamma	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
350	HMDB0001358	Retinal	Retinal	RARG	Retinoic acid receptor gamma	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
351	HMDB0000561	beta-Carotene	beta-Carotene	RARG	Retinoic acid receptor gamma	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
352	HMDB0003178	Heme	Heme	NR1D1	Nuclear receptor subfamily 1 group D member 1	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
353	HMDB0003178	Heme	Heme	NR1D2	Nuclear receptor subfamily 1 group D member 2	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
354	HMDB0000067	Cholesterol	Cholesterol	RORA	Nuclear receptor ROR-alpha	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
355	HMDB0000067	Cholesterol	Cholesterol	RORB	Nuclear receptor ROR-beta	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
356	HMDB0000067	Cholesterol	Cholesterol	RORC	Nuclear receptor ROR-gamma	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
357	HMDB0000876	Vitamin D3	Vitamin D3	VDR	Vitamin D3 receptor	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
358	HMDB0001358	Retinal	Retinal	RXRA	Retinoic acid receptor RXR-alpha	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
359	HMDB0001852	all-trans-Retinoic acid	all-trans-Retinoic acid	RXRA	Retinoic acid receptor RXR-alpha	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
360	HMDB0002369	9-cis-Retinoic acid	9-cis-Retinoic acid	RXRA	Retinoic acid receptor RXR-alpha	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
361	HMDB0006219	13-cis-Retinoic acid	13-cis-Retinoic acid	RXRA	Retinoic acid receptor RXR-alpha	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
362	HMDB0001358	Retinal	Retinal	RXRB	Retinoic acid receptor RXR-beta	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
363	HMDB0001852	all-trans-Retinoic acid	all-trans-Retinoic acid	RXRB	Retinoic acid receptor RXR-beta	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
364	HMDB0002369	9-cis-Retinoic acid	9-cis-Retinoic acid	RXRB	Retinoic acid receptor RXR-beta	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
365	HMDB0006219	13-cis-Retinoic acid	13-cis-Retinoic acid	RXRB	Retinoic acid receptor RXR-beta	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
366	HMDB0001358	Retinal	Retinal	RXRG	Retinoic acid receptor RXR-gamma	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
367	HMDB0001852	all-trans-Retinoic acid	all-trans-Retinoic acid	RXRG	Retinoic acid receptor RXR-gamma	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
368	HMDB0002369	9-cis-Retinoic acid	9-cis-Retinoic acid	RXRG	Retinoic acid receptor RXR-gamma	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
369	HMDB0006219	13-cis-Retinoic acid	13-cis-Retinoic acid	RXRG	Retinoic acid receptor RXR-gamma	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
370	HMDB0006216	11-cis-Retinol	11-cis-Retinol	NR2F2	COUP transcription factor 2	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
371	HMDB0000063	Cortisol	Cortisol	NR3C1	Glucocorticoid receptor	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
372	HMDB0000037	Aldosterone	Aldosterone	NR3C2	Mineralocorticoid receptor	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
373	HMDB0001830	Progesterone	Progesterone	PGR	Progesterone receptor	https://en.wikipedia.org/wiki/Nuclear_receptor#Ligands	Nuclear Receptor
374	HMDB0002369	9-cis-Retinoic acid	9-cis-Retinoic acid	VDR	Vitamin D3 receptor	15824121	Nuclear Receptor
375	HMDB0000053	Androstenedione	Androstenedione	AR	Androgen receptor	16524719; 28457967; 12647261; 20534728; 24861263; 23856005; 18645714; 23258647	Nuclear Receptor
376	HMDB0000031	Androsterone	Androsterone	AR	Androgen receptor	21303972; 24861263; 12647261	Nuclear Receptor
377	HMDB0003550	Calcidiol	Calcidiol	VDR	Vitamin D3 receptor	25201891; 33348854	Nuclear Receptor
378	HMDB0001903	Calcitriol	Calcitriol	VDR	Vitamin D3 receptor	29657326; 15077124; 20303786; 28008815; 9211344; 8574944; 9211349; 19667157; 16061850; 10079704; 17629157; 15225804; 21337382; 19371337; 21647319; 16048257; 29367669; 22276021; 29113124; 24597598; 27530414; 12899526; 9144338; 20798257; 12465754; 18290711; 33348854; 33354999; 26000306; 15861036; 12753260; 10633458; 16886687; 17489022; 19034868; 19705334; 25614680; 33211721; 22213328; 8147918; 24060611; 7552094; 20592360; 22720752	Nuclear Receptor
379	HMDB0000151	Estradiol	Estradiol	ESR2	Estrogen receptor beta	25765287; 20173016	Nuclear Receptor
380	HMDB0000761	Lithocholic acid	Lithocholic acid	VDR	Vitamin D3 receptor	32863311; 24343899; 20888898; 20006981; 29074825; 19244278; 18180267; 15489543; 19581390; 32213983; 14525957; 16724925; 15824121	Nuclear Receptor
381	HMDB0000216	Norepinephrine	Norepinephrine	ADRA1A	Alpha-1A adrenergic receptor	https://en.wikipedia.org/wiki/Adrenergic_receptor	Receptor
382	HMDB0000068	Epinephrine	Epinephrine	ADRA1A	Alpha-1A adrenergic receptor	https://en.wikipedia.org/wiki/Adrenergic_receptor	Receptor
383	HMDB0000216	Norepinephrine	Norepinephrine	ADRA1B	Alpha-1B adrenergic receptor	https://en.wikipedia.org/wiki/Adrenergic_receptor	Receptor
384	HMDB0000068	Epinephrine	Epinephrine	ADRA1B	Alpha-1B adrenergic receptor	https://en.wikipedia.org/wiki/Adrenergic_receptor	Receptor
385	HMDB0000216	Norepinephrine	Norepinephrine	ADRA1D	Alpha-1D adrenergic receptor	https://en.wikipedia.org/wiki/Adrenergic_receptor	Receptor
386	HMDB0000068	Epinephrine	Epinephrine	ADRA1D	Alpha-1D adrenergic receptor	https://en.wikipedia.org/wiki/Adrenergic_receptor	Receptor
387	HMDB0000216	Norepinephrine	Norepinephrine	ADRA2A	Alpha-2A adrenergic receptor	https://en.wikipedia.org/wiki/Adrenergic_receptor	Receptor
388	HMDB0000068	Epinephrine	Epinephrine	ADRA2A	Alpha-2A adrenergic receptor	https://en.wikipedia.org/wiki/Adrenergic_receptor	Receptor
389	HMDB0000216	Norepinephrine	Norepinephrine	ADRA2B	Alpha-2B adrenergic receptor	https://en.wikipedia.org/wiki/Adrenergic_receptor	Receptor
390	HMDB0000068	Epinephrine	Epinephrine	ADRA2B	Alpha-2B adrenergic receptor	https://en.wikipedia.org/wiki/Adrenergic_receptor	Receptor
